leakage_group,image_count,split,datasets,unified_classes,has_exact_duplicate,has_near_duplicate
GROUP_07215,1,train,realwaste,Glass,False,False
GROUP_07216,1,train,ewaste,Electronic Device,False,False
GROUP_07217,1,test,trashnet,Metal,False,False
GROUP_07218,1,train,realwaste,Residual,False,False
GROUP_07219,1,train,ewaste,Electronic Device,False,False
GROUP_07220,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07221,1,train,realwaste,Glass,False,False
GROUP_07222,1,test,realwaste,Plastic,False,False
GROUP_07223,1,train,trashnet,Plastic,False,False
GROUP_07224,1,train,phenomsg,Organic Stream,False,False
GROUP_07225,1,val,realwaste,Food Organics,False,False
GROUP_07226,1,train,ewaste,Electronic Device,False,False
GROUP_07227,1,train,ewaste,Electronic Device,False,False
GROUP_07228,1,train,realwaste,Food Organics,False,False
GROUP_07229,1,train,ewaste,Electronic Device,False,False
GROUP_07230,1,train,realwaste,Cardboard,False,False
GROUP_07231,1,test,phenomsg,Hazardous Waste,False,False
GROUP_07232,1,train,ewaste,Electronic Device,False,False
GROUP_07233,1,train,realwaste,Cardboard,False,False
GROUP_07234,1,train,ewaste,Electronic Device,False,False
GROUP_07235,1,train,trashnet,Glass,False,False
GROUP_07236,1,train,realwaste,Textile,False,False
GROUP_07237,1,test,realwaste,Textile,False,False
GROUP_07238,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_07239,1,train,trashnet,Cardboard,False,False
GROUP_07240,1,train,trashnet,Metal,False,False
GROUP_07241,1,test,realwaste,Plastic,False,False
GROUP_07242,1,test,ewaste,Electronic Device,False,False
GROUP_07243,1,train,phenomsg,Organic Stream,False,False
GROUP_07244,1,train,ewaste,Electronic Device,False,False
GROUP_07245,1,train,realwaste,Paper,False,False
GROUP_07246,1,train,realwaste,Residual,False,False
GROUP_07247,1,val,ewaste,Battery,False,False
GROUP_07248,1,val,realwaste,Plastic,False,False
GROUP_07249,1,train,realwaste,Cardboard,False,False
GROUP_07250,1,train,realwaste,Plastic,False,False
GROUP_07251,1,train,realwaste,Paper,False,False
GROUP_07252,1,val,realwaste,Residual,False,False
GROUP_07253,1,train,realwaste,Residual,False,False
GROUP_07254,1,train,ewaste,Electronic Device,False,False
GROUP_07255,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_07256,1,train,phenomsg,Organic Stream,False,False
GROUP_07257,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07258,1,val,phenomsg,Residual,False,False
GROUP_07259,1,train,realwaste,Cardboard,False,False
GROUP_07260,1,train,trashnet,Metal,False,False
GROUP_07261,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07262,1,train,trashnet,Cardboard,False,False
GROUP_07263,1,train,phenomsg,Organic Stream,False,False
GROUP_07264,1,train,ewaste,Electronic Device,False,False
GROUP_07265,1,train,realwaste,Plastic,False,False
GROUP_07266,1,train,realwaste,Vegetation,False,False
GROUP_07267,1,val,trashnet,Metal,False,False
GROUP_07268,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07269,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07270,1,train,realwaste,Food Organics,False,False
GROUP_07271,1,train,ewaste,Electronic Device,False,False
GROUP_07272,1,val,phenomsg,Residual,False,False
GROUP_07273,1,val,realwaste,Food Organics,False,False
GROUP_07274,1,test,realwaste,Metal,False,False
GROUP_07275,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07276,1,train,realwaste,Residual,False,False
GROUP_07277,1,val,ewaste,Electronic Device,False,False
GROUP_07278,1,train,trashnet,Cardboard,False,False
GROUP_07279,1,test,phenomsg,Recyclable Stream,False,False
GROUP_07280,1,train,ewaste,Electronic Device,False,False
GROUP_07281,1,train,realwaste,Glass,False,False
GROUP_07282,2,train,phenomsg,Recyclable Stream,True,True
GROUP_07283,1,train,phenomsg,Residual,False,False
GROUP_07284,1,test,realwaste,Paper,False,False
GROUP_07285,1,train,trashnet,Plastic,False,False
GROUP_07286,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_07287,1,test,trashnet,Plastic,False,False
GROUP_07288,1,train,realwaste,Metal,False,False
GROUP_07289,1,train,trashnet,Metal,False,False
GROUP_07290,1,train,realwaste,Plastic,False,False
GROUP_07291,4,train,phenomsg,Hazardous Waste,True,True
GROUP_07292,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07293,1,train,ewaste,Electronic Device,False,False
GROUP_07294,1,train,phenomsg,Residual,False,False
GROUP_07295,1,train,realwaste,Glass,False,False
GROUP_07296,1,train,phenomsg,Organic Stream,False,False
GROUP_07297,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_07298,1,train,realwaste,Metal,False,False
GROUP_07299,1,train,realwaste,Plastic,False,False
GROUP_07300,1,train,ewaste,Electronic Device,False,False
GROUP_07301,1,test,trashnet,Cardboard,False,False
GROUP_07302,1,train,trashnet,Plastic,False,False
GROUP_07303,1,val,ewaste,Battery,False,False
GROUP_07304,1,test,trashnet,Glass,False,False
GROUP_07305,1,train,ewaste,Battery,False,False
GROUP_07306,1,train,realwaste,Plastic,False,False
GROUP_07307,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07308,1,test,phenomsg,Organic Stream,False,False
GROUP_07309,1,train,realwaste,Textile,False,False
GROUP_07310,1,train,ewaste,Electronic Device,False,False
GROUP_07311,1,test,phenomsg,Recyclable Stream,False,False
GROUP_07312,1,train,phenomsg,Organic Stream,False,False
GROUP_07313,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_07314,1,train,ewaste,Electronic Device,False,False
GROUP_07315,1,train,realwaste,Cardboard,False,False
GROUP_07316,1,train,realwaste,Residual,False,False
GROUP_07317,1,test,phenomsg,Recyclable Stream,False,False
GROUP_07318,1,train,ewaste,Electronic Device,False,False
GROUP_07319,1,train,realwaste,Vegetation,False,False
GROUP_07320,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07321,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07322,1,train,phenomsg,Organic Stream,False,False
GROUP_07323,1,train,trashnet,Glass,False,False
GROUP_07324,1,test,ewaste,Battery,False,False
GROUP_07325,1,train,trashnet,Plastic,False,False
GROUP_07326,1,train,realwaste,Residual,False,False
GROUP_07327,2,train,phenomsg,Hazardous Waste,True,True
GROUP_07328,1,train,realwaste,Glass,False,False
GROUP_07329,1,train,ewaste,Electronic Component,False,False
GROUP_07330,1,train,realwaste,Food Organics,False,False
GROUP_07331,1,train,ewaste,Electronic Device,False,False
GROUP_07332,1,train,realwaste,Metal,False,False
GROUP_07333,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07334,1,train,realwaste,Paper,False,False
GROUP_07335,1,test,realwaste,Metal,False,False
GROUP_07336,1,test,trashnet,Paper,False,False
GROUP_07337,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07338,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07339,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07340,1,train,ewaste,Electronic Device,False,False
GROUP_07341,1,test,realwaste,Plastic,False,False
GROUP_07342,1,val,realwaste,Metal,False,False
GROUP_07343,2,train,trashnet,Paper,False,True
GROUP_07344,1,test,ewaste,Electronic Device,False,False
GROUP_07345,1,train,ewaste,Electronic Device,False,False
GROUP_07346,1,train,realwaste,Textile,False,False
GROUP_07347,1,train,trashnet,Paper,False,False
GROUP_07348,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07349,1,test,realwaste,Textile,False,False
GROUP_07350,1,val,trashnet,Cardboard,False,False
GROUP_07351,1,train,realwaste,Paper,False,False
GROUP_07352,1,test,trashnet,Glass,False,False
GROUP_07353,1,test,realwaste,Paper,False,False
GROUP_07354,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07355,1,train,trashnet,Cardboard,False,False
GROUP_07356,1,val,trashnet,Metal,False,False
GROUP_07357,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_07358,1,test,phenomsg,Residual,False,False
GROUP_07359,1,train,phenomsg,Residual,False,False
GROUP_07360,1,test,realwaste,Metal,False,False
GROUP_07361,1,train,realwaste,Paper,False,False
GROUP_07362,1,train,phenomsg,Residual,False,False
GROUP_07363,1,test,ewaste,Electronic Device,False,False
GROUP_07364,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07365,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07366,1,train,realwaste,Glass,False,False
GROUP_07367,1,train,realwaste,Metal,False,False
GROUP_07368,1,test,realwaste,Vegetation,False,False
GROUP_07369,1,train,ewaste,Electronic Device,False,False
GROUP_07370,1,test,realwaste,Metal,False,False
GROUP_07371,1,train,phenomsg,Residual,False,False
GROUP_07372,1,train,realwaste,Plastic,False,False
GROUP_07373,1,val,realwaste,Food Organics,False,False
GROUP_07374,1,val,trashnet,Paper,False,False
GROUP_07375,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07376,1,val,trashnet,Metal,False,False
GROUP_07377,1,test,trashnet,Paper,False,False
GROUP_07378,1,train,ewaste,Electronic Device,False,False
GROUP_07379,1,test,trashnet,Plastic,False,False
GROUP_07380,1,train,phenomsg,Organic Stream,False,False
GROUP_07381,1,train,ewaste,Battery,False,False
GROUP_07382,1,train,ewaste,Electronic Device,False,False
GROUP_07383,1,train,trashnet,Cardboard,False,False
GROUP_07384,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07385,1,train,ewaste,Electronic Device,False,False
GROUP_07386,1,val,phenomsg,Organic Stream,False,False
GROUP_07387,1,val,realwaste,Cardboard,False,False
GROUP_07388,1,train,realwaste,Glass,False,False
GROUP_07389,1,train,realwaste,Metal,False,False
GROUP_07390,1,test,realwaste,Plastic,False,False
GROUP_07391,1,val,trashnet,Cardboard,False,False
GROUP_07392,1,train,phenomsg,Residual,False,False
GROUP_07393,1,train,ewaste,Battery,False,False
GROUP_07394,1,train,phenomsg,Organic Stream,False,False
GROUP_07395,1,val,realwaste,Metal,False,False
GROUP_07396,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07397,1,train,realwaste,Food Organics,False,False
GROUP_07398,1,test,realwaste,Plastic,False,False
GROUP_07399,1,train,ewaste,Electronic Device,False,False
GROUP_07400,1,train,realwaste,Metal,False,False
GROUP_07401,1,train,realwaste,Metal,False,False
GROUP_07402,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07403,1,train,trashnet,Metal,False,False
GROUP_07404,1,train,realwaste,Metal,False,False
GROUP_07405,1,train,ewaste,Electronic Device,False,False
GROUP_07406,1,train,realwaste,Residual,False,False
GROUP_07407,1,train,realwaste,Residual,False,False
GROUP_07408,1,train,trashnet,Cardboard,False,False
GROUP_07409,1,train,realwaste,Residual,False,False
GROUP_07410,1,train,realwaste,Metal,False,False
GROUP_07411,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07412,1,val,ewaste,Electronic Component,False,False
GROUP_07413,1,test,realwaste,Glass,False,False
GROUP_07414,1,test,realwaste,Vegetation,False,False
GROUP_07415,1,train,trashnet,Glass,False,False
GROUP_07416,1,train,trashnet,Glass,False,False
GROUP_07417,1,train,realwaste,Metal,False,False
GROUP_07418,1,test,realwaste,Vegetation,False,False
GROUP_07419,1,train,ewaste,Electronic Device,False,False
GROUP_07420,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07421,1,train,realwaste,Paper,False,False
GROUP_07422,1,train,trashnet,Paper,False,False
GROUP_07423,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07424,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07425,1,train,realwaste,Textile,False,False
GROUP_07426,1,train,trashnet,Glass,False,False
GROUP_07427,1,train,realwaste,Metal,False,False
GROUP_07428,1,train,trashnet,Paper,False,False
GROUP_07429,1,train,trashnet,Paper,False,False
GROUP_07430,1,test,realwaste,Textile,False,False
GROUP_07431,1,test,realwaste,Paper,False,False
GROUP_07432,1,train,realwaste,Vegetation,False,False
GROUP_07433,1,test,trashnet,Paper,False,False
GROUP_07434,1,train,trashnet,Paper,False,False
GROUP_07435,1,val,phenomsg,Hazardous Waste,False,False
GROUP_07436,1,val,realwaste,Glass,False,False
GROUP_07437,1,train,trashnet,Paper,False,False
GROUP_07438,1,train,realwaste,Cardboard,False,False
GROUP_07439,1,val,realwaste,Metal,False,False
GROUP_07440,1,train,phenomsg,Organic Stream,False,False
GROUP_07441,1,test,realwaste,Residual,False,False
GROUP_07442,1,train,ewaste,Electronic Device,False,False
GROUP_07443,1,train,trashnet,Paper,False,False
GROUP_07444,1,test,realwaste,Plastic,False,False
GROUP_07445,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07446,1,train,phenomsg,Organic Stream,False,False
GROUP_07447,1,train,trashnet,Metal,False,False
GROUP_07448,1,test,ewaste,Electronic Device,False,False
GROUP_07449,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_07450,1,val,realwaste,Cardboard,False,False
GROUP_07451,1,test,realwaste,Plastic,False,False
GROUP_07452,1,train,trashnet,Plastic,False,False
GROUP_07453,1,test,realwaste,Food Organics,False,False
GROUP_07454,1,train,realwaste,Vegetation,False,False
GROUP_07455,1,train,phenomsg,Residual,False,False
GROUP_07456,1,train,phenomsg,Residual,False,False
GROUP_07457,1,train,realwaste,Paper,False,False
GROUP_07458,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07459,1,val,phenomsg,Recyclable Stream,False,False
GROUP_07460,1,train,realwaste,Plastic,False,False
GROUP_07461,1,train,ewaste,Electronic Component,False,False
GROUP_07462,1,train,phenomsg,Organic Stream,False,False
GROUP_07463,1,train,realwaste,Cardboard,False,False
GROUP_07464,1,train,realwaste,Food Organics,False,False
GROUP_07465,1,train,ewaste,Electronic Device,False,False
GROUP_07466,1,train,realwaste,Plastic,False,False
GROUP_07467,1,train,trashnet,Paper,False,False
GROUP_07468,1,test,trashnet,Paper,False,False
GROUP_07469,1,train,trashnet,Residual,False,False
GROUP_07470,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07471,1,train,trashnet,Metal,False,False
GROUP_07472,1,test,ewaste,Electronic Device,False,False
GROUP_07473,1,train,trashnet,Metal,False,False
GROUP_07474,1,train,trashnet,Plastic,False,False
GROUP_07475,2,train,phenomsg,Hazardous Waste,True,True
GROUP_07476,1,train,trashnet,Glass,False,False
GROUP_07477,1,train,ewaste,Electronic Device,False,False
GROUP_07478,1,train,ewaste,Electronic Device,False,False
GROUP_07479,2,train,phenomsg,Hazardous Waste,True,True
GROUP_07480,1,train,realwaste,Vegetation,False,False
GROUP_07481,1,test,realwaste,Residual,False,False
GROUP_07482,1,test,realwaste,Metal,False,False
GROUP_07483,1,train,realwaste,Textile,False,False
GROUP_07484,1,train,ewaste,Electronic Device,False,False
GROUP_07485,1,train,realwaste,Cardboard,False,False
GROUP_07486,1,train,ewaste,Battery,False,False
GROUP_07487,1,val,realwaste,Cardboard,False,False
GROUP_07488,1,train,phenomsg,Organic Stream,False,False
GROUP_07489,1,train,realwaste,Glass,False,False
GROUP_07490,1,test,realwaste,Metal,False,False
GROUP_07491,1,train,trashnet,Cardboard,False,False
GROUP_07492,1,train,trashnet,Plastic,False,False
GROUP_07493,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07494,1,train,ewaste,Electronic Device,False,False
GROUP_07495,1,train,phenomsg,Residual,False,False
GROUP_07496,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07497,1,train,phenomsg,Recyclable Stream,False,False
GROUP_07498,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07499,1,test,realwaste,Residual,False,False
GROUP_07500,1,train,realwaste,Cardboard,False,False
GROUP_07501,1,val,realwaste,Textile,False,False
GROUP_07502,1,train,trashnet,Glass,False,False
GROUP_07503,1,test,realwaste,Metal,False,False
GROUP_07504,1,train,ewaste,Electronic Device,False,False
GROUP_07505,1,val,realwaste,Metal,False,False
GROUP_07506,1,test,realwaste,Food Organics,False,False
GROUP_07507,1,val,trashnet,Glass,False,False
GROUP_07508,1,train,phenomsg,Residual,False,False
GROUP_07509,1,val,phenomsg,Recyclable Stream,False,False
GROUP_07510,1,train,ewaste,Electronic Device,False,False
GROUP_07511,1,test,realwaste,Glass,False,False
GROUP_07512,1,train,realwaste,Vegetation,False,False
GROUP_07513,1,train,trashnet,Cardboard,False,False
GROUP_07514,1,train,trashnet,Metal,False,False
GROUP_07515,1,train,realwaste,Metal,False,False
GROUP_07516,1,train,phenomsg,Residual,False,False
GROUP_07517,1,train,trashnet,Paper,False,False
GROUP_07518,1,train,realwaste,Food Organics,False,False
GROUP_07519,1,val,phenomsg,Hazardous Waste,False,False
GROUP_07520,1,train,phenomsg,Hazardous Waste,False,False
GROUP_07521,1,test,realwaste,Residual,False,False
GROUP_07522,1,train,ewaste,Battery,False,False
GROUP_07523,1,train,ewaste,Electronic Device,False,False
GROUP_07524,1,train,trashnet,Plastic,False,False
GROUP_07525,1,train,phenomsg,Residual,False,False
GROUP_07526,1,test,realwaste,Plastic,False,False
GROUP_07527,1,train,trashnet,Plastic,False,False
GROUP_07528,1,train,realwaste,Metal,False,False
GROUP_07529,1,train,trashnet,Plastic,False,False
GROUP_07530,1,test,ewaste,Electronic Device,False,False
GROUP_07531,1,train,realwaste,Paper,False,False
GROUP_07532,1,train,realwaste,Plastic,False,False
GROUP_07533,1,val,trashnet,Paper,False,False
GROUP_07534,1,train,ewaste,Electronic Component,False,False
GROUP_07535,1,val,realwaste,Metal,False,False
GROUP_07536,1,train,realwaste,Plastic,False,False
GROUP_07537,1,test,trashnet,Metal,False,False
GROUP_07538,1,train,realwaste,Metal,False,False
GROUP_07539,1,train,ewaste,Electronic Device,False,False
GROUP_07540,1,train,ewaste,Electronic Device,False,False
GROUP_07541,1,train,ewaste,Electronic Device,False,False
GROUP_07542,1,test,realwaste,Vegetation,False,False
GROUP_07543,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_07544,1,train,realwaste,Plastic,False,False
GROUP_07545,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07546,1,train,trashnet,Glass,False,False
GROUP_07547,1,train,phenomsg,Organic Stream,False,False
GROUP_07548,1,train,trashnet,Glass,False,False
GROUP_07549,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_07550,1,train,ewaste,Electronic Device,False,False
GROUP_07551,1,train,realwaste,Metal,False,False
GROUP_07552,1,test,realwaste,Plastic,False,False
GROUP_07553,1,train,trashnet,Cardboard,False,False
GROUP_07554,1,val,realwaste,Vegetation,False,False
GROUP_07555,1,train,trashnet,Glass,False,False
GROUP_07556,1,train,phenomsg,Residual,False,False
GROUP_07557,1,train,realwaste,Metal,False,False
GROUP_07558,1,train,realwaste,Cardboard,False,False
